r0a,r0b,r0c,r1a,r1b,r1c,t0,t1,extinct,fixed,balanced,cycle,glider,growing,unresolved,maxperiod,periodmask,maxtransient,nonpow2,maxactive
1,1,1,1,-1,0,1,0,0,960,0,2112,0,0,0,2,4,0,0,0
1,1,1,1,-1,0,0,0,0,960,0,2112,0,0,0,2,4,0,0,0
1,1,1,1,-1,0,1,1,0,3072,0,0,0,0,0,0,0,5,0,0
1,1,1,1,-1,1,0,1,0,1432,0,1640,0,0,0,2,4,3,0,0
1,1,1,1,-1,1,1,0,0,1432,0,1640,0,0,0,2,4,3,0,0
1,1,1,1,-1,1,0,0,0,1432,0,1640,0,0,0,2,4,3,0,0
1,1,1,1,-1,1,1,1,0,1432,0,1640,0,0,0,2,4,3,0,0
1,1,1,1,0,-1,0,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,-1,1,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,-1,0,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,-1,1,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,0,1,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,0,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,0,1,1,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,-1,0,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,-1,1,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,-1,0,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,-1,1,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,0,1,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,1,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,0,0,0,3072,0,0,0,0,0,0,0,0,0,0
1,1,1,1,1,1,1,1,0,3072,0,0,0,0,0,0,0,0,0,0
